Date	Alpha	P0	h1	mv	T	gamma	offset
Jul21,2026+1-01-31PM	3.0407973890289153	1.3350155369330876	-0.005270340279150264	5.116330508989345e-05	1.8006177926491806	41.847974720014264	0.002288364755362814
Jul21,2026+1-09-11PM	3.0491633221380914	1.3367728001380892	-0.00819570747536069	0.0004964279632128475	1.8008864356395948	41.21119255791835	0.002287301487564717
Jul21,2026+1-30-31PM	3.0385859297604743	1.3306331781980227	-0.01578692808927998	0.00205370033891958	1.8012093150603792	41.10147585000451	0.0022873004957014082
Jul21,2026+1-40-05PM	3.0482670290048013	1.3357134501133583	-0.008954230479034696	0.0006598242567785473	1.800866578573112	41.08954921000259	0.0022873004957021364
Jul21,2026+1-58-35PM	3.04203586027983	1.3368503955765054	-0.008273499238902525	0.0004911650279748469	1.800311743566894	41.35796416842498	0.0022873004957653363
Jul21,2026+10-04-37AM	3.0597869565902256	1.3363102313348445	-0.00927998299607901	0.0006588322754744909	1.799815086998379	40.959923186374766	0.002287300535748242
Jul21,2026+10-41-13AM	3.072806380193623	1.3305864229892053	-0.0075620298519037815	0.00030907368021190887	1.8009683192287773	41.00242621000214	0.002287300495701441
Jul21,2026+12-09-01PM	3.055909657774074	1.334558474144241	-0.008106201856691938	0.0004297054686083632	1.7397081545232242	41.832972124911784	0.0022882069033411515
Jul21,2026+12-43-22PM	3.046631058359436	1.3382781567582709	-0.00892614134457861	0.000682494397160424	1.8004672065080747	41.092229730023874	0.0022873004957041348
Jul21,2026+12-53-22PM	3.0404788531669116	1.3379947702363089	-0.007108181444929178	0.00031742837948586366	1.7999043307765203	41.08763456003182	0.002287300495703489
Jul21,2026+2-08-08PM	3.038758220501662	1.3359419039091174	-0.00847761609347962	0.0005485555812113974	1.7405807918057843	41.11287404000003	0.0022873004957020826
Jul21,2026+2-15-55PM	3.0373537677130225	1.3334144147924758	-0.00925911380142431	0.0007242519593905656	1.741841290817598	41.080630120000045	0.0022873004957045914
Jul21,2026+2-23-55PM	3.038742678543249	1.3322034641730267	-0.00910452796198656	0.0006613720144796772	1.7401822178808692	41.09581391010791	0.002287300495703889
Jul21,2026+2-32-03PM	3.0578391310755384	1.3303634330486125	-0.0059910568487037885	2.728130428734136e-05	1.7410122528598104	41.716077770733634	0.002292679245800733
Jul21,2026+3-10-36PM	3.037799716535523	1.3302957682479062	-0.008080795907730623	0.0003589612432233879	1.8005713323568202	41.135912440802166	0.002287300495728789
Jul21,2026+3-18-15PM	3.0511650121495926	1.3297930763774166	-0.006105231223834518	0.00017161007988829706	1.7406256210871593	41.894376963799054	0.002287663684701637
Jul21,2026+3-26-50PM	3.045349104668653	1.3272969968808659	-0.008116180074879149	0.00044434184452290783	1.8000506864487005	41.14387600142776	0.0022873004957021333
Jul21,2026+3-34-26PM	3.0527882666825823	1.328150618192226	-0.006166246365261165	5.926358447063203e-05	1.800565442585831	41.168291900933774	0.002287300495702725
Jul21,2026+3-42-02PM	3.0428732445606936	1.3295322636486977	-0.007588811092902141	0.0003308932005051057	1.800205083741483	41.44248129565808	0.0022873005366397313
Jul21,2026+3-49-49PM	3.0353798176845395	1.3308249832035224	-0.009255625183909549	0.0006812661237694527	1.7410157488260207	41.16782238000764	0.0022873004957132247
Jul21,2026+3-57-30PM	3.0325786592436206	1.331727222516339	-0.008601171685414796	0.0004978075249993654	1.7997115993858714	41.15095170000129	0.002287300495708205
Jul21,2026+4-05-10PM	3.0517791892264903	1.3312524226211624	-0.008364271236088638	0.0005252768178971298	1.800791504004171	41.14699981018444	0.002287300495753025
Jul21,2026+4-20-56PM	3.0494305472196723	1.3361937965330444	-0.006835565745459973	0.00035073172053076733	1.8001946452524997	41.165520400008376	0.002287300495706846
Jul21,2026+4-31-22PM	3.039666336683717	1.3396679154257103	-0.00788542157516939	0.0004120728145972631	1.8009063307454185	41.16490173944903	0.0022873005083828535
Jul21,2026+4-38-59PM	3.0451484610173676	1.3344628049234188	-0.006065411649521717	3.717654329187237e-05	1.8006226198212558	41.16608639000025	0.002287300495703056
Jul21,2026+4-46-38PM	3.034747194169074	1.3241131293101536	-0.010786708340357413	0.0007760624415323008	1.8009800035746593	41.18445569000275	0.002287300495701597
Jul21,2026+9-09-03AM	3.0604449240177987	1.3407096040683695	-0.00818151238687442	0.0002781093384384667	1.7958943572670665	40.87127211000452	0.002287300495701597
Jul21,2026+9-17-16AM	3.0560139006312053	1.3370541966597391	-0.007886712702021905	0.00041954798719206	1.8005855402542288	40.913460760008824	0.0022873004957015865
Jul21,2026+9-25-02AM	3.060883378035153	1.3377463469068898	-0.0071058561766628265	0.0003149549031785631	1.8010374100010882	40.90778634001945	0.002287300495701409
Jul21,2026+9-32-41AM	3.064345296600507	1.338558234937756	-0.008972743356429095	0.0007253263332272816	1.800507319004776	40.879239730024615	0.0022873004957026
Jul21,2026+9-40-56AM	3.054944446584761	1.3376929425673951	-0.009380841178529845	0.0008436762480538424	1.8001455432339695	40.941670730033664	0.002287300495706323
Jul21,2026+9-52-24AM	3.0510115976825896	1.3365033496665195	-0.010120304379817563	0.0008470697304779011	1.8003064880964121	40.95955528000014	0.002287300495701701
