Date	Alpha	P0	h1	mv	T	gamma	offset
Jul31,2026+1-02-05PM	7.272353278773446	0.0020888875504936027	-0.010244343229070765	0.0005771805000496188	2.0521840171268915	40.8665518310299	0.0022873040089012387	1.3158188687284536
Jul31,2026+1-30-06PM	7.280674703286895	0.0020745935709491382	-0.009477746131528254	0.00031414396618342137	2.0525025567043524	40.19523168000383	0.0022873004957017435	1.3076220858232688
Jul31,2026+1-38-33PM	7.309519568468463	0.002069795631617542	-0.011667157895208008	0.0007748107700160182	2.0523679996293964	40.19287539008394	0.002287300495701446	1.3069553206877464
Jul31,2026+1-46-43PM	7.30543643778134	0.0020714969400082274	-0.007697516818921935	-0.00017245052641780666	2.052859723991001	40.20509746162351	0.0022873004957461507	1.3050278385317202
Jul31,2026+1-59-20PM	7.302286985441556	0.0020776904507498048	-0.008695988981593487	0.00021078973884480353	2.0526262839001084	40.17942389001012	0.0022873004957107536	1.3081066903220766
Jul31,2026+10-07-57AM	7.286274377575523	0.002071659600921949	-0.009111304708392547	0.00037322611049172416	2.052067235801396	40.06932927000024	0.002287300495702124	1.3040484883462442
Jul31,2026+10-15-55AM	7.313675593343325	0.0020710621878123232	-0.008638751982958085	0.0001541992566133056	2.0519441043939812	41.396990393953125	0.0022873004957014165	1.3044175385516639
Jul31,2026+10-23-45AM	7.294371824613469	0.0020691839295855392	-0.008277336613379715	8.784116082839014e-05	2.0515664968668745	40.11832231000671	0.002287300495701421	1.3027473736240451
Jul31,2026+10-32-04AM	7.313350771826384	0.002069990953638178	-0.010002219785685194	0.0005030462039685381	2.0518733023704363	40.81626151405944	0.002287302630286269	1.3042460722961724
Jul31,2026+10-39-54AM	7.242013337435807	0.0020728690193317846	-0.01036985256979014	0.0005892022707683837	2.052903977539783	40.121158300074306	0.002287300495702725	1.3065772390486063
Jul31,2026+10-48-41AM	7.368156798924664	0.0020729763418975236	-0.007982681919191431	-9.58393764754883e-05	2.051874586287577	40.15438414011046	0.002287300495701641	1.3060404632102882
Jul31,2026+11-20-03AM	7.311813929874512	0.0020714504281549423	-0.013361955865112055	0.000842834233663938	2.0529441993353843	40.134545490007056	0.002287300495701485	1.312720966125917
Jul31,2026+11-29-37AM	7.289354846659526	0.002065316004074138	-0.007257297901574403	0.00043078108400588854	2.0528109875851355	40.14382701001154	0.002287300495703043	1.2935514670294987
Jul31,2026+11-52-33AM	7.331995478261703	0.0020786091540134794	-0.01060849000752722	0.00011998456685384417	2.052510338221941	40.169531139749616	0.0022873004964285974	1.3158083834791967
Jul31,2026+12-28-01PM	7.29359085745447	0.002072176812613611	-0.011063251446536845	0.0006057060025097477	2.052263793015005	40.19871320005183	0.002287300495701524	1.3082248318447876
Jul31,2026+12-45-01PM	7.32304743743423	0.002073265946950697	-0.01193498799723074	0.0007629614293822823	2.0522345769314816	40.21066038003966	0.0022873004957014178	1.310081033695869
Jul31,2026+12-54-13PM	7.29428641485562	0.0020885345941503274	-0.01182033259666603	0.0008004960815243795	2.052848834100602	40.212506094294504	0.0022874280042041737	1.3186947188389535
Jul31,2026+2-15-50PM	7.276948370978156	0.002071658861900023	-0.01039030003473574	0.000511272387858287	2.052846012791161	40.18499497007601	0.0022873004957014087	1.3067053553497938
Jul31,2026+2-24-23PM	7.287057524289654	0.0020740760523759428	-0.007704407007135126	4.756533318802941e-05	2.05264674655159	40.17594536999997	0.0022873004957257703	1.3043584174624205
Jul31,2026+2-32-40PM	7.2701248611553115	0.0020703856775402	-0.010585750152087896	0.0005659060371329338	2.052168033753673	40.85036429124869	0.002287309117951221	1.3054510511116657
Jul31,2026+2-40-30PM	7.230933576478574	0.0020724051085973046	-0.010845366676060932	0.0008837232595180443	1.9888215982551227	40.1820605804711	0.0022873004959728343	1.304454033856709
Jul31,2026+2-48-21PM	7.312419431237478	0.002064658211753763	-0.013773461714788007	0.0011507418829078426	2.051855415546283	40.16583831001339	0.0022873004959177707	1.3066575933649647
Jul31,2026+8-51-21AM	7.293999613875815	0.00207611899516936	-0.009470124941542793	0.0004132839555784998	2.051860555209707	39.98321633231354	0.0022873004957488564	1.3075067758664518
Jul31,2026+8-59-31AM	7.307866953320138	0.0020641031637567368	-0.00878317343241851	0.00016415282398874714	2.052097533625232	39.97689903121351	0.00228730049613218	1.3004915310871612
Jul31,2026+9-07-58AM	7.337187176406333	0.002078644209354283	-0.009322811372327365	0.00038367965551188495	2.051489324364985	40.00152884000883	0.0022873004957022296	1.3088895638212195
Jul31,2026+9-16-54AM	7.312000192795095	0.002072127195568021	-0.006796246240670597	0.0002318722142274952	2.051531187204055	40.010009326781145	0.002287300556335865	1.298327919533034
Jul31,2026+9-25-11AM	7.310022874338026	0.002066616675349768	-0.013175925285143723	0.0010143878281798037	2.0530590517836247	40.03735419000495	0.002287300495702426	1.307341333513775
Jul31,2026+9-32-57AM	7.334704820206175	0.0020682513087147327	-0.009175806935483028	0.00023856946853903268	2.051959796942418	40.018971412102225	0.0022873004957067304	1.3035368582143576
Jul31,2026+9-43-47AM	7.264114287526109	0.0020699243496878805	-0.010285820591802011	0.00044670871434268275	2.0533369150704055	40.08761091004098	0.002287300495701444	1.3059631593676917
Jul31,2026+9-59-37AM	7.318758339304063	0.002067367966867404	-0.009554808080974165	0.00029593700135274574	2.052319884818278	40.06986656004567	0.002287300495705253	1.3036219428327789
