Date	Alpha	P0	h1	mv	T	gamma	offset
Jul31,2026+1-02-05PM	0.11709193911960125	1.6059555606148435	2.72950742250776e-05	0.00012868186719723032	2.3986822767699514	41.182518915274	0.0007522052944720904
Jul31,2026+1-30-06PM	0.11745293669036094	1.6054479089778655	0.0003732181127659739	6.32119130973544e-05	2.645595526459794	41.22041889608512	0.0007522068971110467
Jul31,2026+1-38-33PM	0.11777529358133876	1.6061131249465002	0.00018683638365518505	7.62685974706213e-05	2.648016398858611	41.310583702736956	0.0006722378677096392
Jul31,2026+1-46-43PM	0.11704831610687805	1.6050000006690466	0.00036165268920450766	6.960034156697379e-05	2.6488899695463792	40.303665183048246	0.0006337889454098179
Jul31,2026+1-59-20PM	0.11674136258934475	1.6058073489592695	0.00018932747348150022	8.090743197659408e-05	2.6470869578044556	40.16327406018393	0.000653312375628627
Jul31,2026+10-07-57AM	0.1174342722409103	1.6036206998937308	0.0002191393524121591	0.00010340801203340232	2.3981875956065375	40.08829128320791	0.0005802299343392754
Jul31,2026+10-15-55AM	0.11718415302930829	1.603632313875919	8.539169102701741e-05	0.00010543332357707042	2.645389236230871	40.143341255055574	0.0006075033876496241
Jul31,2026+10-23-45AM	0.11689195636499194	1.603681804078458	-0.00037461653117234844	0.00016649385633575681	2.6081418940589725	40.118309061654294	0.000615533392050706
Jul31,2026+10-32-04AM	0.11714434088979142	1.602548985886889	0.0006474161158664678	5.510275503930962e-05	2.1483103961898635	40.376149636099775	0.0006729780493949998
Jul31,2026+10-39-54AM	0.11764037210864076	1.6039032280905883	0.00023718439625184672	8.312143996725209e-05	2.396710414608927	42.093675460841126	0.0010724043881980363
Jul31,2026+10-48-41AM	0.1169192611050125	1.6035739658673642	8.750620419470704e-05	0.0001306271382287296	2.397871158562939	40.13878020434352	0.0006550294658049472
Jul31,2026+11-20-03AM	0.11688153140314772	1.6039003294666714	1.958672976058219e-05	0.00016955256992397269	2.147958216624531	40.80358693452351	0.0009441653366119651
Jul31,2026+11-29-37AM	0.11729685792850342	1.6048605589614058	-0.0006943207426360748	0.00022985298109152782	2.397051261678194	40.15056226208651	0.0005820325076922579
Jul31,2026+11-52-33AM	0.11773063144477347	1.605253652034235	-0.00010738723007818444	0.00012718782608527138	2.6480655526682515	42.00649111237415	0.0010954943131887044
Jul31,2026+12-28-01PM	0.11744865001618532	1.6050941859727248	0.00025930694397672985	7.15108892035526e-05	2.6458487125519605	42.184488350709806	0.0007480841747665611
Jul31,2026+12-45-01PM	0.11694642256762688	1.6055426016480956	-4.667963105629122e-05	0.00014179515871135426	2.6462380646834314	40.51898492887536	0.0006381202184387754
Jul31,2026+12-54-13PM	0.11741958178359879	1.6062888979338552	9.076223718412343e-05	0.00010900360713492134	2.6471249730252673	41.22934546709044	0.0007522072291897932
Jul31,2026+2-15-50PM	0.11762378405821927	1.6069338346898618	-6.721299851869653e-05	0.00014629418074949455	2.399431002494089	41.19391365348088	0.0007522075007006259
Jul31,2026+2-24-23PM	0.11704273705983592	1.6062410848206536	-0.0003024372682993071	0.00019302335694413943	2.3973511448823337	40.19029482859227	0.0005786210684830258
Jul31,2026+2-32-40PM	0.11706731781031987	1.605515291823359	6.384409134366822e-05	0.00012032683185149844	2.647040869167334	40.19032513100098	0.0007573262076206919
Jul31,2026+2-40-30PM	0.11695210497401942	1.6055748273909987	0.00021863945053088023	8.89034156144503e-05	2.3966896942309464	40.7743582603465	0.0005787714183054191
Jul31,2026+2-48-21PM	0.11781919621391035	1.6051082311138394	0.0004362582251830232	6.498090931323879e-05	2.39596760087255	42.01597550485888	0.0011566976794837604
Jul31,2026+8-51-21AM	0.11756075067153349	1.6069888850022618	0.00030336192039234175	0.0001250012739495896	2.647396381926353	40.98503252808841	0.0007522130986571923
Jul31,2026+8-59-31AM	0.11718110645549862	1.6070891921124755	-0.00012689604314604095	0.0001469363289611329	2.6477000880070376	40.429090510282975	0.001151764390257487
Jul31,2026+9-07-58AM	0.11732529729315844	1.6067719431084402	0.0004863746493017351	7.755362460835962e-05	2.397296297763427	39.979550891298416	0.0010613835754288501
Jul31,2026+9-16-54AM	0.11748310385750482	1.6057625595365976	0.00019923744195862974	9.385361106996557e-05	2.645754420782901	40.132803317981306	0.0007044306189695401
Jul31,2026+9-25-11AM	0.1174972128476377	1.606484923489219	0.00011427449046659703	0.000135707738311229	2.3978965212637497	41.046517034023395	0.0007522079233688433
Jul31,2026+9-32-57AM	0.11815968316864489	1.6059362582587677	0.0003760897092850515	8.289394977131373e-05	2.395843516864223	42.031067477133774	0.0011567530761805822
Jul31,2026+9-43-47AM	0.11747774407658618	1.60568405169692	0.00041249916176452027	9.458437305492795e-05	2.397094874510424	40.26961928612586	0.0011030993476602484
Jul31,2026+9-59-37AM	0.11767792140498234	1.6039400280796507	0.0004761751442909192	6.244788600895432e-05	2.647919991826169	41.07015698849476	0.0007522051977823315
