Jun29,2026+8-54-37AM	16.44555	0.267027					
Jun29,2026+9-03-42AM	16.20449	0.263776					
Jun29,2026+9-24-49AM	16.28633	0.262726					
Jun29,2026+9-32-44AM	16.2077	0.267883					
Jun29,2026+9-40-52AM	16.4587	0.265034					
Jun29,2026+9-48-39AM	16.46208	0.266739					
Jun29,2026+9-56-40AM	16.47149	0.268076					
Jun29,2026+10-24-54AM	16.33949	0.26657					
Jun29,2026+11-53-47AM	16.35506	0.271662					
Jun29,2026+12-03-56PM	16.35959	0.265226					
Jun29,2026+12-16-37PM	16.21648	0.270941					
Jun29,2026+12-39-56PM	16.26155	0.268386					
Jun29,2026+12-47-48PM	16.38481	0.26226					
Jun29,2026+12-57-07PM	16.35062	0.262834					
Jun29,2026+2-08-46PM	16.18772	0.265892					
Jun29,2026+2-21-51PM	16.30383	0.26087					
Jun29,2026+2-29-47PM	16.16461	0.26403					
Jun29,2026+3-49-02PM	16.2401	0.261044					
Jun29,2026+3-56-51PM	16.2519	0.267908					
Jun29,2026+4-04-46PM	16.38137	0.26201					
Jun29,2026+4-14-04PM	16.3783	0.26657					
Jun29,2026+4-22-27PM	16.44487	0.264336					
Jun29,2026+4-43-12PM	16.37769	0.26876					
Jun29,2026+4-53-21PM	16.37082	0.265149					
Jun29,2026+5-03-46PM	16.14799	0.262194					
Jun29,2026+5-11-57PM	16.41877	0.261845					
Jun29,2026+5-22-17PM	16.35224	0.264096					
Jun29,2026+5-38-21PM	16.31171	0.264244					
Jun29,2026+5-46-18PM	16.36859	0.263634					
Jun29,2026+5-54-12PM	16.28996	0.264648					
Jun29,2026+6-02-58PM	16.34794	0.270309					
