Date	Alpha	P0	h1	mv	T	gamma	offset
Jul30,2026+11-17-10AM	7.298316722087208	0.0020833810094848942	-0.008871870823044687	0.0006768848069626984	2.3018394966612794	40.00410037000953	0.002287300495706713	1.3084424900691984
Jul30,2026+11-24-52AM	7.2936343405649335	0.0020736699062875036	-0.012632813521013168	0.00089978770479371	2.238810022468001	40.01598690002809	0.0022873004957014126	1.312380163946469
Jul30,2026+11-32-48AM	7.364460335255719	0.00208734543206786	-0.001300567684714975	-0.0010846588455856719	2.2384122122324808	40.020326360031454	0.0022873004957026668	1.3052323295928874
Jul30,2026+11-40-31AM	7.3440255918331605	0.002080024691656348	-0.007595493155118559	0.00024984731081297554	2.2380616095219987	40.03338233053499	0.0022873004957025007	1.3066756327845082
Jul30,2026+11-48-29AM	7.254009568159297	0.002063940635592358	-0.007525017747299085	0.00037364302249644335	2.2381990536321856	40.01459908002786	0.002287300495702166	1.2950854969906207
Jul30,2026+12-06-08PM	7.2998748556557	0.0020505674479007457	-0.00937344494542347	0.0002259321133532636	2.2383638886545225	40.06792572050542	0.0022873004957124424	1.2948580728572503
Jul30,2026+2-19-22PM	7.3240450494779346	0.002081243236165562	-0.010902001590713355	0.0009537015170278063	2.052415555565933	40.215588080009	0.0022873004957018267	1.3096806110835062
Jul30,2026+2-28-17PM	7.297023456621622	0.002073100597841391	-0.011395166607249558	0.0006475915968938402	1.99476053869646	40.209963660168576	0.002287300495702915	1.3089674931666047
Jul30,2026+2-36-17PM	7.299488869772313	0.0020721025050979055	-0.009630863380942354	0.0003658622444533876	2.052611110373392	40.21433109005075	0.002287300495701508	1.3060396414188304
Jul30,2026+2-43-58PM	7.288226022616675	0.002067950927973644	-0.01257244278266906	0.001091246505427967	2.051765024809354	40.22246157001128	0.002287300495701408	1.30542945242877
Jul30,2026+2-52-55PM	7.265890538619612	0.0020758177868502063	-0.009656151881868455	0.00035068606056403427	2.052706707570519	40.23289225000037	0.0022873004957014113	1.3085493129315569
Jul30,2026+3-00-45PM	7.328001555945725	0.0020737482971637236	-0.008767948023926	0.00024979247415793203	2.052345073947557	40.228326610451326	0.0022873004957016697	1.305478627825733
Jul30,2026+3-09-47PM	7.279200841371619	0.0020906412308691344	-0.009819699750041032	0.0004650594640110239	2.0526103820042865	40.23510181001684	0.0022873004957017842	1.3170611515584283
Jul30,2026+3-18-13PM	7.282416153912553	0.0020863739253225637	-0.007953866083725511	6.084473912177292e-06	2.0524493594878064	40.20837502059954	0.002287300495705683	1.3131715827282016
Jul30,2026+3-25-58PM	7.267980724124161	0.00208586431497056	-0.009997032955300824	0.0005266586087756975	2.0512130200850582	40.219854710154834	0.0022873004957036994	1.314042702270443
Jul30,2026+3-34-52PM	7.276359722164642	0.0020886538949035573	-0.007873236695151383	2.064917795548029e-05	2.0516000641572347	40.2311073300027	0.0022873004957014273	1.314163158003706
Jul30,2026+3-43-00PM	7.246764137331285	0.0020867523812865625	-0.009502340298631454	0.0005103373460688645	2.0538064131120373	40.19131019003291	0.0022873004957014997	1.3131913439592116
Jul30,2026+3-51-55PM	7.293827388183701	0.0020895699885807592	-0.008426625596931905	0.0003397961548897598	2.0524225463423966	40.22249312079798	0.002287300495702162	1.3132399433807203
Jul30,2026+3-59-38PM	7.288074541833508	0.002086483678879098	-0.007616282669607999	2.6077970165091324e-05	2.0522191616014527	40.231435121033044	0.0022873004957014104	1.3119798455471343
Jul30,2026+4-07-22PM	7.2978314387109275	0.002092365821470207	-0.009734550015504842	0.000515834495979589	2.053130622997945	40.20351213072782	0.002287300502271638	1.317359540387034
