Jul13,2026+10-12-06AM	4.027964	0.064969
Jul13,2026+10-34-59AM	4.066752	0.064822
Jul13,2026+10-54-06AM	4.018388	0.064645
Jul13,2026+11-11-20AM	4.031421	0.064723
Jul13,2026+11-19-18AM	4.050555	0.065198
Jul13,2026+11-27-51AM	4.051786	0.065119
Jul13,2026+11-39-03AM	4.042465	0.064745
Jul13,2026+12-12-01PM	4.024349	0.065055
Jul13,2026+12-21-13PM	4.036741	0.064948
Jul13,2026+12-29-13PM	4.049116	0.064945
Jul13,2026+12-38-19PM	4.040678	0.064863
Jul13,2026+12-58-04PM	4.043761	0.064713
Jul13,2026+1-07-47PM	4.035688	0.064896
Jul13,2026+1-21-29PM	4.054329	0.065242
Jul13,2026+1-34-28PM	4.044045	0.06498
Jul13,2026+1-42-33PM	4.048266	0.065514
Jul13,2026+1-52-37PM	4.037266	0.063923
Jul13,2026+2-05-19PM	4.043087	0.064825
Jul13,2026+2-17-27PM	4.031138	0.06447
Jul13,2026+2-55-51PM	4.013314	0.065434
Jul13,2026+3-41-08PM	4.057891	0.064238
Jul13,2026+3-52-31PM	4.027943	0.06516
Jul13,2026+4-02-38PM	4.061665	0.064591
Jul13,2026+4-10-40PM	4.020655	0.064621
Jul13,2026+4-42-25PM	4.019414	0.064713
Jul13,2026+5-21-33PM	4.019518	0.064608
Jul13,2026+5-31-01PM	4.006039	0.064507
Jul13,2026+5-39-08PM	4.031139	0.064884
